"composerName","workTitle"
"Kolb,  Barbara","ALL IN GOOD TIME"
"Haydn,  Franz  Joseph","SYMPHONY NO.  66, B FLAT MAJOR"
"Ravel,  Maurice","DON QUIXOTE AND DULCINEA"
"Stich,  Jan  Vaclav","QUARTET IN F MAJOR"
"Paulus,  Stephen","CONCERTO, VIOLIN AND CELLO (THE VEIL OF ILLUSION)"
"Cage,  John","SECOND CONSTRUCTION"
"Bowles,  Paul","MUSIC FOR A FARCE"
"Nancarrow,  Conlon","TWO CANONS FOR URSULA"
"Cowell,  Henry  Dixon","SET OF FIVE"
"Oliveros,  Pauline","TREE/PEACE"
"Riley,  Terry","IN C"
"Bernstein,  Leonard","PICCOLA SERENATA"
"Ruggles,  Carl","SUN-TREADER"
"Brant,  Henry","DESERT FORESTS/SPATIAL PANORAMAS"
"Miki,  Minoru","SYMPHONY FOR TWO WORLDS (KYU-NO-KYOKU)"
"Kokkonen,  Joonas","SYMPHONY NO. 1"
"Rachmaninoff,  Sergei","TRIO ÉLÉGIAQUE NO. 1"
"Kernis,  Aaron  Jay","NEW ERA DANCE"
"Bowen,  York","FANTASIA, FOUR VIOLAS"
"Bach,  P.D.Q.","SONATA, VIOLA FOUR HANDS"
"Bruch,  Max","SEPTET, E-FLAT MAJOR"
"Albert,  Stephen","SYMPHONY NO. 2 (ARR. Currier)"
"Saint-Saens [Saint-Saëns],  Camille","SIX ETUDES, PIANO LEFT HAND"
"Blumenfeld,  Felix","ETUDE, PIANO LEFT HAND"
"Gershwin,  George","LADY BE GOOD: MAN I LOVE (ARR. Wild)"
"Nielsen,  Carl","QUINTET, WINDS, OP. 43"
"Devienne,  François","DUO, FLUTE AND VIOLA, C MINOR, OP. 5, NO. 3"
"Mozart,  Wolfgang  Amadeus","DIVERTIMENTO, STRING TRIO, E-FLAT MAJOR, K.563"
"Paert [Pärt],  Arvo","SYMPHONY NO. 3"
"Rossini,  Gioachino","INTRODUCTION, THEME AND VARIATIONS"
"Poulenc,  Francis","SONATA FOR TWO PIANOS"
"Debussy,  Claude","PRELUDES, BOOK I, NO. 08: GIRL WITH THE FLAXEN HAIR (BRASS) (ARR. Allen)"
"Debussy,  Claude","CHILDREN'S CORNER SUITE: GOLLIWOG'S CAKE WALK (BRASS) (ARR. Allen)"
"Traditional,","GREENSLEEVES (BRASS) (ARR. Haislip)"
"Traditional,","CAROL: TWELVE DAYS OF CHRISTMAS (BRASS) (ARR. Kazdin)"
"Traditional,","CAROL: WE WISH YOU A MERRY CHRISTMAS (BRASS) (ARR. Himes)"
"Gabrieli,  Giovanni","SONATA XIII (BRASS) (ARR. Frackenpohl)"
"Gabrieli,  Giovanni","HODIE COMPLETI SUNT (ARR. Cable)"
"Gabrieli,  Giovanni","SANCTUS VI (HOSANA IN EXCELSIS) (ARR. Cable)"
"Schwantner,  Joseph","CONCERTO, PERCUSSION"
"Ewazen,  Eric","TRIO, TRUMPET, VIOLIN, PIANO"
"Hindemith,  Paul","QUINTET, CLARINET, STRINGS, OP. 30"
"Korngold,  Erich","TRIO, PIANO AND STRINGS, OP. 1"
"Bolcom,  William","COMMEDIA"
"Bolcom,  William","SYMPHONY NO. 5"
"Arutunian,  Alexander","ARMENIAN SCENES, BRASS QUINTET"
"Shostakovich,  Dmitri","QUARTET, STRING, NO.  8, C MINOR, OP. 110"
"Tchaikovsky,  Pyotr  Ilyich","TRIO, PIANO, A MINOR, OP. 50"
"Tubin,  Eduard","SYMPHONY NO. 5"
"Francaix [Françaix],  Jean","DIVERTISSEMENT"
"Lalo,  Edouard","TRIO, PIANO, NO. 1, C MINOR"
"Brahms,  Johannes","MOTETS, TWO, OP. 74"
"Brahms,  Johannes","QUARTETS, THREE, VOCAL OP. 64"
"Brahms,  Johannes","QUARTETS,  FOUR, VOCAL OP. 92"
"Brahms,  Johannes","DEUTSCHE VOLKSLIEDER, WOO 34"
"Williams,  John","FIVE SACRED TREES, THE [CONCERTO FOR BASSOON AND ORCHESTRA]"
"Poulenc,  Francis","SUITE FRANÇAISE"
"Argento,  Dominick","CASA GUIDI"
"Takemitsu,  Toru","FAMILY TREE"
"Schoenfield,  Paul","KLEZMER RONDOS"
"Bach,  Johann  Sebastian","TRIO SONATA, G MAJOR, FLUTE, VIOLIN, CONTINUO, BWV 1038"
"Rush,  Stephen","REBELLION"
"Prokofiev,  Sergei","IVAN THE TERRIBLE, OP. 116"
"Damase,  Jean-Michel","VARIATIONS, 17, FOR WIND QUINTET"
"Renwick,  Wilke","DANCE"
"Dahl,  Ingolf","MUSIC FOR BRASS INSTRUMENTS"
"Horowitz,  Joseph","SOFT SHOE SHUFFLE"
"Horowitz,  Joseph","MUSIC HALL SUITE"
"Strayhorn,  Billy","TAKE THE A TRAIN (BRASS) (ARR. Elkjer)"
"Mozart,  Wolfgang  Amadeus","SYMPHONY NO. 06, F MAJOR, K.43"
"Bizet,  Georges","A CAPELLA SELECTIONS [UNSPECIFIED]"
"Dodd,  Jimmie","MICKEY MOUSE CLUB THEME"
"Strauss,  Richard","SONGS, EIGHT (ACHT LIEDER AUS LETZTE BLÄTTER), OP. 10, SOPRANO AND ORCHESTRA (ARR. Heger)"
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER), OP. 56, SOPRANO AND ORCHESTRA"
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER), OP. 37, SOPRANO AND ORCHESTRA"
"Dessau,  Paul","BACH-VARIATIONS"
"Tamberg,  Eino","CELEBRATION FANFARES"
"Tamberg,  Eino","CONCERTO GROSSO"
"Tchaikovsky,  Pyotr  Ilyich","SNOW MAIDEN (SNEGUROCHKA), OP. 12"
"Korngold,  Erich","SYMPHONIC SERENADE, OP. 39"
"Korngold,  Erich","ADVENTURES OF ROBIN HOOD - FILM SCORE"
"Rozsa [Rózsa],  Miklós","MADAM BOVARY"
"Rozsa [Rózsa],  Miklós","BEN HUR"
"Foss,  Lukas","TASHI"
"Hindemith,  Paul","SONATA, DOUBLE BASS"
"Turina,  Joaquin","RAPSODIA SINFÓNICA, OP.66"
"Scheidt,  Samuel","GALLIARD BATTAGLIA (ARR. Mase)"
"Monteverdi,  Claudio","DEUS IN ADIUTORIUM (ARR. Niehaus)"
"Foss,  Lukas","RENAISSANCE CONCERTO FOR FLUTE AND ORCHESTRA"
"Purcell,  Henry","MOCK MARRIAGE, THE"
"Haydn,  Franz  Joseph","SYMPHONY NO.  72, D MAJOR"
"Beethoven,  Ludwig  van","QUINTET, STRING, OP. 104 (ARR. FROM PIANO TRIO, OP.1, NO. 3)"
"Bach,  Johann  Sebastian","TRIO SONATA, OBOE, VIOLA, CONTINUO, G MINOR, BWV 528"
"Hindemith,  Paul","TRIO, STRING, NO. 1, OP. 34"
"Orff,  Carl","CHRISTMAS STORY, THE"
"Previn,  Sir  André","HONEY AND RUE"
"Vaughan Williams,  Ralph","CONCERTO, OBOE"
"Traditional,","CAROL: TWELVE DAYS OF CHRISTMAS (BRASS) (ARR. Harbison)"
"Monteverdi,  Claudio","CHRISTMAS VESPERS (BRASS) (ARR. Frackenpohl)"
"Gabrieli,  Giovanni","JUBILATE DEO (BRASS) (ARR. Frackenpohl)"
"Gabrieli,  Giovanni","CANZONA X (BRASS) (ARR. Frackenpohl)"
"Gabrieli,  Giovanni","CANZONA PER SONARE NO. 4 (BRASS) (ARR. Sherry)"
"Bach,  Johann  Sebastian","TOCCATA & FUGUE, D MINOR, BWV 565  (ARR. Mills)"
"Dedrick,  Christopher","ENTRE NOUS (BRASS)"
"Anderson,  Leroy","BUGLER'S HOLIDAY (BRASS) (ARR. Cable)"
"Shostakovich,  Dmitri","CONCERTINO, OP. 94 (ARR. Bergler)"
"Traditional,","CAROL: DING DONG MERRILY ON HIGH (ARR. Henderson)"
"Berlin,  Irving","WHITE CHRISTMAS (BRASS) (ARR. Henderson)"
"Rollins,  Walter  E.","Nelson, Steve / FROSTY THE SNOWMAN (ARR. Henderson)"
"Adam,  Adolphe  Charles","O HOLY NIGHT (BRASS) (ARR. Carmichael)"
"Traditional,","CAROL: WE WISH YOU A MERRY CHRISTMAS (BRASS) (ARR. Carmichael)"
"Brodsky,  Nicholas","BE MY LOVE"
"Gershwin,  George","BY STRAUSS"
"Anderson,  Leroy","SARABAND"
"Anderson,  Leroy","FORGOTTEN DREAMS"
"Anderson,  Leroy","TYPEWRITER, THE (ORCHESTRA)"
"Danielpour,  Richard","TOWARD THE SPLENDID CITY"
"Debussy,  Claude","SYRINX"
"Korngold,  Erich","SUITE FOR PIANO LEFT-HAND, TWO VIOLINS, AND CELLO, OP. 23"
"Dvorak,  Antonín","QUINTET, STRINGS, E-FLAT MAJOR, OP. 97"
"Tchaikovsky,  Pyotr  Ilyich","FANTASIA, PIANO AND ORCHESTRA, G MAJOR, OP .56"
"Sheng,  Bright","FANFARE"
"Chaynes,  Charles","CONCERTO, TRUMPET AND CHAMBER ORCHESTRA"
"Traditional,","FLAMENCO MUSIC: TARANTA (VOICE + GUITAR)"
"Traditional,","FLAMENCO MUSIC: TIENTOS (VOICE + GUITAR)"
"Traditional,","FLAMENCO MUSIC: SEGUIRIYA (VOICE + GUITAR)"
"Traditional,","FLAMENCO MUSIC: BOLERO DE ALBAICIN (MULT. VOICES + GUITARS, PERC.)"
"Traditional,","FLAMENCO MUSIC: ALEGRIAS (MULT. VOICES + GUITARS, PERC.)"
"Traditional,","FLAMENCO MUSIC: TAUGOS (MULT. VOICES + GUITARS, PERC.)"
"Traditional,","FLAMENCO MUSIC: BULERIAS (MULT. VOICES + GUITARS, PERC.)"
"Rodrigo,  Joaquín","CONCIERTO SERENATA FOR HARP AND ORCHESTRA"
"Turina,  Joaquin","DANZAS FANTASTICAS, OP. 22"
"Paz,  Xavier  de","SENTADO SOBRE UN GOLFO DE SOMBRA (SENSED OVER AN ABYSS OF SHADE)"
"Falla,  Manuel  de","EL AMOR BRUJO (1915 CHAMBER ENS. VERSION)"
"Milan [Milán],  Luys","GUITAR PIECE (UNSPECIFIED)"
"Mudarra,  Alonso  de","GUITAR PIECE (UNSPECIFIED)"
"Sanz,  Gaspar","GUITAR PIECE (UNSPECIFIED)"
"Sor,  Fernando","GUITAR PIECE (UNSPECIFIED)"
"Albeniz [Albéniz],  Isaac","GUITAR PIECE (UNSPECIFIED)"
"Falla,  Manuel  de","GUITAR PIECE (UNSPECIFIED)"
"Turina,  Joaquin","GUITAR PIECE (UNSPECIFIED)"
"Moreno Torroba,  Federico","GUITAR PIECE (UNSPECIFIED)"
"Rodrigo,  Joaquín","GUITAR PIECE (UNSPECIFIED)"
"Romero,  Celedonio","GUITAR PIECE (UNSPECIFIED)"
"Haydn,  Franz  Joseph","TRIO, PIANO,  NO. 1 IN C MAJOR (LONDON)"
"Szymanowski,  Karol","QUARTET, STRING, NO. 2, OP. 56"
"Pollack,  Lew","THAT'S A PLENTY (BRASS QUINTET) (ARR. Cooper)"
"Gale,  Jack","SERIAL STOMP"
"Handy,  William  Christopher","BEALE STREET BLUES (FOR BRASS QUINTET) (ARR. Henderson)"
"Waller,  Fats  (Thomas)","MANAMANA (ARR. Gale)"
"MacMillan,  James","VENI, VENI, EMMANUEL (CONCERTO FOR PERCUSSION)"
"Pleyel,  Ignaz","DUO, E-FLAT MAJOR, VIOLIN AND VIOLA, OP. 69, NO. 1"
"Crumb,  George","VOX BALAENAE (VOICE OF THE WHALE)"
"Beach,  Amy","TRIO, PIANO, A MINOR, OP. 150"
"Spohr,  Louis","OCTET, E MAJOR, OP. 32"
"Shostakovich,  Dmitri","FROM JEWISH FOLK POETRY"
"Korngold,  Erich","SYMPHONY, F SHARP MAJOR, OP. 40"
"Telemann,  Georg  Philipp","TRIO SONATA, E MINOR"
"Kay,  Ulysses  Simpson","SUITE FOR STRINGS"
"Koper,  Karl-Heinz  (Köper)","POP CORN CONCERTO"
"Ellington,  Duke","THREE BLACK KINGS, THE"
"Hailstork,  Adolphus","SONGS OF ISAIAH"
"Hawkins,  Walter","CHANGED (ARR. Sadin)"
"Traditional,","I CAN GO TO GOD IN PRAYER (ARR. Sadin)"
"Dorsey,  Thomas  Andrew","PRECIOUS LORD"
"Torke,  Michael","THE TELEPHONE BOOK:  THE BLUE PAGES"
"Chopin,  Frédéric","NOCTURNE NO. 2, E-FLAT MAJOR (SOLO CELLO) (ARR. Popper)"
"Gabrieli,  Andrea","MAGNIFICAT A 12"
"Sametz,  Steven","I HAVE HAD SINGING"
"Traditional,","SINGIN' IN THE DARK: SONGS, AMERICAN FRONTIER (ARR. Parker and Yi)"
"Porter,  Cole","GAY DIVORCE (ARR. CALANDRELLI) (ARR. Calandrelli)"
"Weill,  Kurt","LOST IN THE STARS: LOST IN THE STARS (MENS CHORUS) (ARR. Puerling)"
"Schwartz,  Arthur","YOU AND THE NIGHT AND THE MUSIC (ARR. Barnett)"
"Feldman,  Morton","STRUCTURES FOR ORCHESTRA"
"Katzer,  Georg","SOUND-HOUSE"
"Lieberson,  Peter","FIRE"
"Piston,  Walter","SYMPHONY NO. 6"
"Schubert,  Franz","NOCTURNE, E FLAT MAJOR, D.897"
"Reinecke,  Carl","TRIO, OBOE, HORN, PIANO, OP. 188"
"Bruckner,  Anton","QUINTET, STRING, F MAJOR: ADAGIO (ARR. Stadlmair)"
"Ruders,  Poul","CONCERTO IN PIECES"
"Perle,  George","TRANSCENDENTAL MODULATIONS"
"Vivaldi,  Antonio","CONCERTO, HORNS (2), F MAJOR, RV 539"
"Tubin,  Eduard","CONCERTO, BASS"
"Amram,  David","TRIO, HORN, BASSOON, TENOR SAXOPHONE"
"Grieg,  Edvard","SONATA, CELLO"
"Persichetti,  Vincent","SERENADE NO. 6, OP. 44"
"Schnittke,  Alfred","CONCERTO, VIOLA"
"Walton,  William","HENRY V (A SHAKESPEARE SCENARIO) (ARR. Palmer)"
"Traditional,","CAROL: VENI, VENI EMMANUEL (ORCH. SADIN) (ARR. Shaw/Parker)"
"Hurd,  David","GLORIA, GLORIA (ARR. Sadin)"
"Schubert,  Franz","MASS, NO. 2, G MAJOR, D.167"
"Dawson,  Mary  Cardwell","BEHOLD THE STAR"
"Dawson,  Mary  Cardwell","MARY HAD A BABY"
"Traditional,","GO TELL IT ON THE MOUNTAIN"
"Carter,  Henry","BEHOLD THE DAY COMES"
"Holland,  M.  Roger, III","GLORY, HALLELUJAH TO THE NEWBORN KING"
"Ellington,  Duke","IT DON'T MEAN A THING IF IT AIN'T GOT THAT SWING (BOYS CHOIR)"
"Sebesky,  Don","HOORAY FOR CHRISTMAS"
"Torme [Tormé],  Mel","Wells, Robert / THE CHRISTMAS SONG, THE (ARR. Holland)"
"Styne,  Jule","LET IT SNOW"
"Davis,  Katherine","Onorati, Henry / Simeone / LITTLE DRUMMER BOY, THE (FOR CHOIR) (ARR. Holland)"
"Blaine,  Ralph","Martin, Hugh / HAVE YOURSELF A MERRY LITTLE CHRISTMAS"
"Traditional,","CAROL: HARK, THE HERALD ANGELS SING (ARR. Mathes)"
"Handel,  George  Frideric","MESSIAH: A SOULFUL CELEBRATION (ARR. Warren, Mervyn, Kibble, J. M., Jackson, M. O.)"
"Handel,  George  Frideric","LET THE MERRY BELLS RING 'ROUND (BRASS) (ARR. Fraser)"
"Gibbons,  Orlando","IN NOMINE (BRASS) (ARR. Frackenpohl)"
"Traditional,","CAROL: CAROL OF THE BELLS (BRASS) (ARR. McNeff)"
"Albinoni,  Tomaso","ADAGIO IN G MINOR (BRASS) (ARR. Frackenpohl)"
"Bernstein,  Leonard","WEST SIDE STORY, SELECTIONS (BRASS ENSEMBLE) (ARR. Dedrick)"
"Bernstein,  Leonard","CANDIDE, MAKE OUR GARDEN GROW (BRASS) (ARR. Dedrick)"
"Traditional,","CHANUKAH:  THE FESTIVAL OF LIGHTS (BRASS) (ARR. Berry)"
"Traditional,","CAROL: GOD REST YE MERRY GENTLEMEN (BRASS) (ARR. Kenton)"
"Adam,  Adolphe  Charles","O HOLY NIGHT (BRASS) (ARR. Kenton)"
"Traditional,","CAROL: ANGELS WE HAVE HEARD ON HIGH (BRASS) (ARR. Kenton)"
"Gruber,  Franz  Xaver","SILENT NIGHT (BRASS) (ARR. McNeff)"
"Traditional,","CAROL: WE WISH YOU A MERRY CHRISTMAS (BRASS) (ARR. McNeff)"
"Wright,  Rayburn","GRAND CIRCUS FANTASIA"
"Kreisler,  Fritz","TAMBOURIN CHINOIS (ARR. McAlister)"
"Lehar [Lehár],  Franz","ZAREWITSCH, DER"
"Dvorak,  Antonín","DEVIL AND KATE, OP. 112"
"Britten,  Benjamin","SIMPLE SYMPHONY, OP. 4"
"Kirchner,  Leon","MUSIC FOR CELLO AND ORCHESTRA"
"Durufle [Duruflé],  Maurice","PRELUDE, RECITATIVE AND VARIATIONS, OP. 3"
"Schubert,  Franz","MONDENSCHEIN, D.875"
"Schubert,  Franz","WER IST GROSS, D.110"
"Schubert,  Franz","STANDCHEN, D.920 (ARR. Mottl)"
"Schubert,  Franz","FORELLE, DIE, D.550"
"Schubert,  Franz","FORELLE, DIE, D.550 (ARR. Hudson Shad)"
"Schubert,  Franz","FORELLE, DIE, D.550 (ARR. Liszt)"
"Schubert,  Franz","SCHONE MULLERIN, DIE, D.795: TROCKNE BLUMEN (ARR. Hudson Shad)"
"Schubert,  Franz","ERLKONIG [ERLKÖNIG], D.328 (ARR. Hudson Shad)"
"Wilson,  Olly","SHANGO MEMORY"
"Grieg,  Edvard","NORWEGIAN DANCES, OP. 72"
"Sessions,  Roger","SYMPHONY NO. 1"
"Grieg,  Edvard","NORWEGIAN FOLKSONGS, OP. 66"
"Nakamura,  Toru","TRADITIONAL MUSIC FROM OKINAWA"
"Kreutzer,  Conradin","SEPTET, E-FLAT MAJOR, OP. 62"
"Tamberg,  Eino","CONCERTO, TRUMPET"
"Locatelli,  Pietro","TRIO SONATA, OP. 5, NO. 1"
"Jongen,  Joseph","TRIO (PRELUDE, VARIATIONS, ET FINAL), OP. 30"
"Vaughan Williams,  Ralph","FOUR HYMNS"
"Janacek [Janácek],  Leoš","QUARTET, STRING, NO. 2 (""INTIMATE LETTERS"")"
"Brahms,  Johannes","VARIATIONS ON A THEME BY HAYDN, PIANO, FOUR HANDS, OP. 56B"
"Previn,  Sir  André","MAGIC NUMBER, THE"
"Mozart,  Wolfgang  Amadeus","MITRIDATE, RE DI PONTO, K.74A (OLD K.87)"
"Adams,  John","NIXON IN CHINA"
"Adams,  John","DEATH OF KLINGHOFFER"
"Adams,  John","I WAS LOOKING AT THE CEILING AND THEN I SAW THE SKY"
"Adams,  John","SLONIMSKY'S EARBOX"
"Ellington,  Duke","HARLEM (ARR. Henderson)"
"Adams,  John","VIOLIN CONCERTO"
"Piazzolla,  Astor","MUFA, LA (ARR. Adams)"
"Gershwin,  George","MEDLEYS, TWO, GERSHWIN (SAX QUARTET) (ARR. Regni)"
"Parker,  Charlie  (""Bird"")","YARDBIRD SUITE (ARR. Regni)"
"Telemann,  Georg  Philipp","CONCERTO, TRUMPET, OBOE, STRINGS, C MINOR"
"Spohr,  Louis","DUO, TWO VIOLINS, D MAJOR, OP. 67, NO. 2"
"Cooke,  Arnold","NOCTURNES"
"Kancheli,  Giya","SYMPHONY NO. 3"
"Respighi,  Ottorino","BRAZILIAN IMPRESSIONS"
"Tchaikovsky,  Pyotr  Ilyich","VARIATIONS ON A ROCOCO THEME, OP.33 [ORIGINAL VERSION]"
"Turrin,  Joseph","JAZZALOGUE NO. 1"
"Albinoni,  Tomaso","SONATA, SAN MARCO (ARR. Hickman)"
"Scheidt,  Samuel","CANZONA BERGAMASCA"
"Albeniz [Albéniz],  Isaac","TANGO (ARR. Roberts)"
"Waller,  Fats  (Thomas)","HANDFUL OF KEYS (ARR. Henderson)"
"Waller,  Fats  (Thomas)","AIN'T MISBEHAVIN' (ARR. Norris)"
"Khachaturian,  Aram","GAYANE: SABRE DANCE (BRASS ENSEMBLE) (ARR. Broiles)"
"Brey,  Carter","TANGO (AFTER PIAZZOLLA)"
"Unspecified,","SELECTED AMERICAN POETRY READINGS"
"Coleman,  Ornette","SKIES OF AMERICA"
"Beethoven,  Ludwig  van","SONATA, PIANO, NO. 21, C MAJOR, OP. 53 (WALDSTEIN)"
"Unknown,","SELECTIONS (UNSPECIFIED)"
"Previn,  Sir  André","HOCH SOLL ER LEBEN! (BRASS QUINTET)"
"Cresswell & McNicholas,  Luke & Steve","STOMP! MUSICAL (SELECTIONS)"
"Schumann,  Robert","FANTASIA IN C MAJOR FOR VIOLIN, OP. 131 (ARR. Kreisler)"
"Strauss,  Richard","SONGS, THREE (DREI LIEDER), OP. 43, SOPRANO AND ORCHESTRA"
"Strauss,  Richard","SONGS, EIGHT (ACHT LIEDER), OP. 49, SOPRANO AND ORCHESTRA"
"Lindberg,  Magnus","FERIA"
"Penderecki,  Krzysztof","SYMPHONY NO. 5"
"Lutoslawski,  Witold","BUCOLICS (1962)"
"Zelenski,  Wladyslaw","QUARTET, PIANO AND STRINGS"
"Traditional,","CORDE NATUS EX PARENTIS"
"Traditional,","O VIRGO SPLENDENS"
"Sweelinck,  Jan  Pieterszoon","CHANTEZ A DIEU NOUVEAU CANTIQUE"
"Mouton,  Jean","AVE MARIA. . .VIRGO SERENA"
"Nanino,  Giovanni  Maria","HODIE CHRISTUS NATUS EST"
"Distler,  Hugo","EST IST EIN ROS ENSPRUNGEN"
"Warlock,  Peter","BETHLEHEM DOWN"
"Britten,  Benjamin","HYMN TO THE VIRGIN"
"Walton,  William","ALL THIS TIME"
"Biebl,  Franz","AVE MARIA"
"Traditional,","AND THE TREES DO MOAN (ARR. Fritschel)"
"Traditional,","LES ANGES DANS NOS CAMPAGNES (ARR. Keyte and Parrott)"
"Traditional,","CAROL: O COME, O COME EMMANUEL (ARR. Jennings)"
"Biebl,  Franz","JUBILATE"
"Burt,  Alfred  Shaddick","STAR CAROL, THE"
"Traditional,","E LA DON DON"
"Traditional,","CAROL: CHRISTMAS SPIRITUAL MEDLEY (ARR. Jennings)"
"Gaubert,  Philippe","THREE WATER COLORS"
"Clarke,  Rebecca","DUO FOR VIOLA AND CELLO"
"Bacewicz,  Grazyna","CONCERTO, STRING ORCHESTRA"
"Serocki,  Kazimierz","CONCERTO, TROMBONE"
"Bach,  Johann  Sebastian","CANTATA NO. 191"
"McGrimsey,  Robert","SWEET LITTLE JESUS BOY (ARR. Holland)"
"Traditional,","SPIRITUAL: SISTER MARY HAD 'A BUT ONE CHILD (ARR. Hayes)"
"Maltsby,  Carl","BEBE JESU, O BETHLEHEM"
"Dubin,  Al","LULLABY OF BROADWAY"
"Hamlisch,  Marvin","CHORUS LINE, A"
"Loesser,  Frank","GUYS AND DOLLS (ARR. Bassman, George and Royal, Ted)"
"Adler,  Richard","DAMN YANKEES (ARR. Freeman)"
"Smalls,  Charlie","WIZ, THE"
"Traditional,","CAROL: 'TWAS THE NIGHT BEFORE CHRISTMAS"
"Crouch,  Andrae  (Edward)","GLORIFY THE LORD (ARR. Holland)"
"Traditional,","JUST A CLOSER WALK WITH THEE (BRASS) (ARR. Gillis)"
"Schickele,  Peter","MOZART ON PARADE"
"Handel,  George  Frideric","MESSIAH (ARR. BRASS ENS.) (ARR. Cable)"
"Pachelbel,  Johann","CANON IN D (ARR. BRASS) (ARR. Frackenpohl)"
"Traditional,","CAROL: ANGELS WE HAVE HEARD ON HIGH [BRASS] (ARR. Carmichael)"
"Traditional,","CAROL: O CHRISTMAS TREE [BRASS] (ARR. Carmichael)"
"Traditional,","CAROL: HOLLY AND THE IVY [BRASS] (ARR. Carmichael)"
"Berlin,  Irving","WHITE CHRISTMAS [BRASS] (ARR. Carmichael)"
"Traditional,","CAROL: GOD REST YE MERRY GENTLEMEN [BRASS] (ARR. Carmichael)"
"Kabalevsky,  Dmitri","COMEDIANS: GALOP (ARR. BRASS) (ARR. Fruh)"
"Dedrick,  Christopher","MEDITATIONS ON TIBET (BRASS)"
"Traditional,","CHANUKAH MEDLEY (ARR. Hajian)"
"Schickele,  Peter","HORNSMOKE"
"Bernstein,  Leonard","FACSIMILE"
"Zorn,  John","ORCHESTRA VARIATIONS"
"Rorem,  Ned","SANTA FE SONGS, THE"
"Druckman,  Jacob","DARK UPON THE HARP"
"Rorem,  Ned","SERENADE ON FIVE ENGLISH POEMS"
"Harbison,  John","MIRABAI SONGS"
"Canteloube,  Joseph","SONGS OF THE AUVERGNE, SERIES 4"
"Canteloube,  Joseph","SONGS OF THE AUVERGNE, SERIES 5"
"Persichetti,  Vincent","MASS, OP. 84"
"Ives,  Charles","SIXTY-SEVENTH PSALM, THE"
"Lauridsen,  Morten","O MAGNUM MYSTERIUM"
"Kay,  Ulysses  Simpson","CHORAL TRIPTYCH"
"Rorem,  Ned","TWO PSALMS AND A PROVERB"
"Fine,  Irving","HOUR GLASS, THE"
"Barber,  Samuel","REINCARNATIONS"
"Thompson,  Randall","ALLELUIA"
"Copland,  Aaron","TENDER LAND (ARR. PIANO FOUR HANDS, CHORUS)"
"Purcell,  Henry","IF MUSIC BE THE FOOD OF LOVE"
"Thomson,  Virgil","MOTHER OF US ALL, THE"
"Debussy,  Claude","PROSES LYRIQUES"
"Faure [Fauré],  Gabriel-Urbain","POÈME D'UN JOUR, OP. 21"
"Wolf,  Hugo","DIE BEKEHRTE (VOICE/PIANO)"
"Barber,  Samuel","NUVOLETTA"
"Strauss,  Richard","SONGS, FOUR (VIER LIEDER), OP. 36, SOPRANO AND PIANO"
"Beaser,  Robert","MANHATTAN ROLL"
"Brahms,  Johannes","SONATA, CLARINET AND PIANO, F MINOR, OP. 120, NO. 1"
"Copland,  Aaron","DICKINSON, TWELVE POEMS OF EMILY"
"Previn,  Sir  André","SALLY CHISUM REMEMBERS BILLY THE KID"
"Previn,  Sir  André","VOCALISE"
"Schumann,  Robert","FANTASIE, C MAJOR, OP. 17"
"Schumann,  Robert","HUMORESKE, OP. 20"
"Schumann,  Robert","DAVIDSBUNDLERTAENZE, OP. 6"
"Schumann,  Robert","LIEDERKREIS, OP. 24"
"Discussion,","DISCUSSION"
"Coward,  Noël","SIGH NO MORE"
"Coward,  Noël","SAIL AWAY"
"Coward,  Noël","WHY MUST THE SHOW GO ON"
"Coward,  Noël","I'LL FOLLOW MY SECRET HEART"
"Coward,  Noël","SOMEDAY I'LL FIND YOU"
"Coward,  Noël","MAD ABOUT THE BOY"
"Coward,  Noël","MARY MAKE BELIEVE"
"Coward,  Noël","YOU WERE THERE"
"Coward,  Noël","HERE AND NOW"
"Coward,  Noël","LET'S SAY GOODBYE"
"Coward,  Noël","DREAM IS OVER, THE"
"Coward,  Noël","NEVER AGAIN"
"Coward,  Noël","IF LOVE WERE ALL"
"Coward,  Noël","I TRAVEL ALONE"
"Coward,  Noël","WHY DO THE WRONG PEOPLE TRAVEL"
"Coward,  Noël","ALICE IS AT IT AGAIN"
"Coward,  Noël","MATELOT"
"Coward,  Noël","LONDON PRIDE"
"Coward,  Noël","WILD WILD WEATHER"
"Coward,  Noël","PARTY'S OVER, THE"
"Coward,  Noël","I'LL BE SEEING YOU"
"Birtwistle,  Harrison","HARRISON'S CLOCKS"
"Warren,  Harry","42ND STREET (ARR. Nicolson)"
"Gershwin,  George","SHAKE YOUR FEET:  NASHVILLE NIGHTINGALE (ARR. Finnissy)"
"Ades [Adès],  Thomas","TRACED OVERHEAD"
"Ades [Adès],  Thomas","CONCERTO CONCISO"
"Turnage,  Mark-Anthony","TWICE THROUGH THE HEART"
"Harvey,  Jonathan","TOMBEAU DE MESSIAEN"
"Birtwistle,  Harrison","SLOW FRIEZE"
"Bates,  Django","LONELINESS OF BEING RIGHT, THE"
"Kander,  John","NEW YORK, NEW YORK (PIANOS) (ARR. Bates)"
"Carter,  Elliott","REMEMBRANCE"
