"","workTitle"
"88515","CONCERTO, VIOLIN, D MINOR (HUNGARIAN)"
"88516","LA NUIT ENSORCELEE (ARR. Chopin)"
"88524","TEMPETE, LA (THE TEMPEST): PRELUDE"
"88525","SUITE NO. 1 FOR SMALL ORCHESTRA"
"88526","SUITE NO. 2 FOR SMALL ORCHESTRA"
"88567","CON., VIOLIN, A MINOR, BWV 1041"
"88575","TZIGANE"
"88582","PALESTRINA, THREE PRELUDES FROM,"
"88716","TAMING OF THE SHREW, THE"
"88768","COUNTRY PICTURES, THREE, FLUTE"
"88787","PHAEDRA"
"88789","FUJI IN THE SUNSET GLOW"
"88791","RUMBA, LA (CUBAN DANCE)"
"88793","BALLAD FOR PIANO WITH ORCHESTRA"
"88795","MUSIC FOR THE THEATRE"
"88800","CONCERTO GREGORIANO"
"88830","CARNAVAL D'AIX, LE, PIANO, OP. 83B"
"88853","SYMPHONY NO. 3, OP. 27, ""SONG OF THE NIGHT"""
"88917","SONATA IN G MINOR (ARR. Kurthy)"
"88924","BRANDENBURG CONCERTO NO. 2 IN F MAJOR, BWV 1047"
"88940","CHRIST ON THE MOUNT OF OLIVES, OPUS  85"
"88955","ROMANIAN RHAPSODY, OP. 11, NO. 2"
"88970","WO FIND ICH TROST (ORCH) (ARR. Wolf)"
"88975","SCHLAFENDES JESUSKIND (ORCH) (ARR. Wolf)"
"88980","BEHERZIGUNG (ORCH) (ARR. Unspecified)"
"89012","TAPIOLA, OP. 112"
"89071","CONGRATULAMINI: NUNC OMNES"
"89098","CAROL: OLD ENGLISH CHRISTMAS CAROL"
"89107","CAROL: WEIHNACHTNACHTTIGALL, DIE (ARR. Hirsch)"
"89116","CAROL: UN FLAMBEAU, JEANETTE, ISABELLA"
"89125","CAROL: ENTRE LE BOEUF ET L'ANE GRIS"
"89134","CAROL: CHANSON JOYEUSE DE NOEL"
"89232","SYMPHONY NO. 7, C MAJOR, OP. 105"
"89261","LA PROCESSION NOCTURNE, OP.6"
"89274","SCARLATTIANA, OP. 44"
"89298","CONCERTO, VIOLIN, A MINOR (UNKNOWN)"
"89300","LE COQ D'OR: FANTASY ON"
"89312","RONDO ALLA ONGARESE"
"89367","SYMPHONY NO. 4"
"89397","KING LEAR: INCIDENTAL MUSIC (ARR. Roger-Ducasse)"
"89427","MALHEURS D'ORPHÉE, LES, OP. 85"
"89451","WHEN JOHNNY COMES MARCHING HOME"
"89509","CONCERTO GROSSO, OP. 6, NO.  4, A MINOR"
"89510","CONCERT MUSIC, WIND ORCHESTRA, OP. 41"
"89576","SYMPHONY NO.  7, OP. 24"
"89583","SUITE NO. 2: ""IN WAR TIME"" (ARR. Stock)"
"89585","TO A WATER LILY (ARR. Stock)"
"89586","WITCH DANCE, THE"
"89590","HUMORESQUE"
"89626","TEMPEST, THE: PRELUDE, OP. 109, NO. 1"
"89627","CONCERTO, ORCHESTRA, OP. 38"
"89736","UNKNOWN"
"89858","LEONORE OVERTURE NO. 2 (REVISED, 1927)"
"89867","DANCES FOR STRINGS: FIVE DEUTSCHE WITH CODA & SEVEN TRIOS, D.90"
"89868","SINFONIETTA"
"89883","GOYESCAS"
"89919","MINUETS (UNSPECIFIED)"
"89928","ALL' ONGARESE"
"89937","SUR LE PONT D'AVIGNON (ARR. Unspecified)"
"89946","CRACOVIENNE FANTASTIQUE"
"89955","TOKALON"
"90118","DON JUAN, OP. 34"
"90127","SYMPHONY NO.   7, C MAJOR (LE MIDI)"
"90133","CHORALE"
"90134","THE LUTHER CHORALE (ARR. Wilson)"
"90155","GROSSE FUGE, OP. 133 (ARR. Furtwangler [Furtwängler])"
"90171","CATALONIA"
"90321","AMERICA THE BEAUTIFUL"
"90329","DOUBLE BASS"
"90878","IL PAPAGELLO"
"91078","OVERTURE IN D MINOR  (ARR. Elgar)"
"91112","DANCE RHAPSODY NO. 1"
"91133","FLIVVER TEN MILLION"
"91201","RHAPSODY IN BLUE, PIANO, ORCHESTRA"
"91223","VALSE DE CONCERT NO. 1 IN D MAJOR, OP. 47"
"91245","RUSES D'AMOUR, LES (THE RUSES OF LOVE), OP. 61"
"91294","VIKINGSFAHRT"
"91301","WIE KOENNT' ICH DEIN VERGESSEN"
"91308","ES ZOG DER MAIENWIND ZU THAL"
"91315","MEIN IS DIE WELT"
"91343","LA PERI"
"91346","DORNROSCHEN (SLEEPING BEAUTY): SUITE"
"91349","RONDO INFINITO, OP. 42"
"91350","SYMPHONY NO. 3, E MINOR"
"91352","A BASSO PORTO"
"91394","SYMPHONY IN G MAJOR (UNSPECIFIED)"
"96033","SHANEWIS (THE ROBIN WOMAN)"
"96138","FLOODTIDE (WALTZ)"
"96148","WE"
"96182","FOULES (CROWDS)"
"96271","CONCERTO, PIANO NO. 16, D MAJOR, K.451"
"96441","SYMPHONY OF THE SEAS"
"96442","CAPRICCIO UNGARESE"
"96443","SYMPHONY NO. 5, B FLAT MAJOR, D.485"
"96477","MARCH, CAPTURE OF KARS (TURKISH MARCH)"
"96596","HORACE VICTORIEUX"
"96611","SUITE IN F, OP. 33"
"96619","FOUR TONE POEMS AFTER BOCKLIN, OP. 128"
"96645","PLUS QUE LENTE, LA"
"96653","RUINS OF ATHENS: CHORUS OF DERVISHES [VIOLIN + PIANO]  (ARR. Auer)"
"96661","WITCHES DANCE [VIOLIN + PIANO]"
"96670","SCHERZO SINFONICO, OP. 14"
"96689","SYMPHONY IN E MINOR"
"96729","SYMPHONY NO. 9, D MINOR"
"96742","ANACREON"
"96834","NEW YORK DAYS AND NIGHTS, OP. 40 (ARR. ORCH) (ARR. Whithorne)"
"96840","FESTIVAL PRELUDE, A (CHOR+ORCH) (ARR. Stoessel)"
"96859","DANK SEI DIR, HERR (VOICE+PNO)"
"96878","CANTATA NO. 70 (ARR. VOICE + PNO) (ARR. Unspecified)"
"96916","CHRISTMAS ORATORIO"
"96973","O HOW SHALL I RECEIVE THEE"
"97030","BEAUTIFUL SAVIOR (ARR. Christiansen)"
"97049","IN DULCI JUBILO, BWV 608"
"97077","HARY JANOS: SUITE"
"97078","IMPRESSIONS DU MIDI"
"97168","RONDO BURLESK"
"97174","SUITE CAPRESE"
"97203","MOROCCO"
"97208","MAGNIFICAT"
"97218","PSALMUS HUNGARICUS"
"97229","RHAPSODY, PIANO AND ORCHESTRA, OP. 1, BB 36B"
"97283","MOTTO"
"97297","LICHTALACH"
"97311","URI ZION"
"97325","MORGEN T'FILE"
"97339","UND DU ACKERST UND DU ZEIST"
"97353","RHAPSODY CHASIDICK"
"97381","TURM ZU BABEL, DER"
"97395","SYMPHONY"
"97401","HYMNES POUR TOI"
"97440","SILENT NIGHT (ARR. Reynolds)"
"97447","HODIE CHRISTUS NATUS EST (ARR. Reynolds)"
"97454","JESUSKEN EN SINT JANNEKEN (ARR. Reynolds)"
"97468","NOEL DES QUETEURS BRESSANS"
"97475","HOLY WELL, THE (ARR. Reynolds)"
"97482","FROHLICH SOLL MEIN HERZE SPRINGEN (ARR. Reynolds)"
"97489","HERE'S WISHING YOU A HAPPY NEW YEAR (VOICE + PIANO)"
"97549","INDIGO UND DIE VIERZIG RÄUBER: OVERTURE"
"97551","RITTER PÁSMÁN: BALLET MUSIC"
"97585","POEM FOR PIANO AND ORCHESTRA, OP. 43"
"97587","TESEO"
"97588","PASTOR FIDO, IL (THE FAITHFUL SHEPHERD): REVISED"
"97589","RODRIGO"
"97590","WALK TO THE PARADISE GARDEN, THE (ARR. Beecham)"
"97593","SYMPHONY NO. 34, C MAJOR, K.338"
"97612","NINA, O SIA LA PAZZA PER AMORE"
"97620","PARIS: A NOCTURNE"
"97626","SUITE, STRING ORCHESTRA (ARR. Pinelli)"
"97635","ANDANTE (ARR. Marinuzzi)"
"97645","SYMPHONY NO.  97, C MAJOR"
"97661","MINSTREL BOY, THE (ARR. Fisher)"
"97710","SYMPHONY NO. 32 (OVERTURE), G MAJOR, K.318"
"97732","PRESIDENT'S MARCH, THE (HAIL, COLUMBIA)"
"97736","CONCERTO, VIOLIN, E MAJOR, RV 269 (SPRING FROM THE FOUR SEASONS)"
"97766","PRELUDE AND FUGUE (UNSPECIFIED) (STRINGS) (ARR. Wood-Hill)"
"97771","EGDON HEATH, OP. 47"
"97806","EXCERPT [UNSPECIFIED]"
"98065","YERMAK, OLD BALLAD (ARR. Lyapunov)"
"98105","WEDDING SONG (ARR. Kedroff)"
"98145","BELLS OF NOVGOROD (ARR. Karnovitch)"
"98185","RISE THOU, RED SONG (ARR. Musorgsky)"
"98265","PINE TREE STANDS SO LONELY, A"
"98305","QUIET NIGHT"
"98345","NOON"
"98385","BACCHANALIAN SONG"
"98510","FOUR SONATAS ARRANGED IN THE FORM OF A SUITE (ARR. Tommasini)"
"98513","RONDO ARLECCHINESCO, OP.46"
"98547","IRISH WASHERWOMAN, THE"
"98550","SYMPHONY NO. 2, F MAJOR, OP. 81"
"98562","SINFONIETTA IN D"
"98563","IBERIA: EXCERPTS FOR ORCHESTRA (ARR. Arbos)"
"98593","SANCTA MARIA"
"98679","VEILLE D'ARMES DE DON QUICHOTTE, LA"
"98681","NAVARRA (ORCH) (ARR. Arbos)"
"98822","SKYSCRAPERS"
"98916","ALONE"
"98929","CONCERTO GROSSO, D MINOR, RV 565 (ARR. Siloti)"
"98979","RIDE ON, JESUS (ARR. Johnson)"
"98980","STEAL AWAY TO JESUS (ARR. Johnson)"
"98981","NOBODY KNOWS DE TROUBLE I'VE SEEN (ARR. Johnson)"
"98982","EZEKIEL SAW DE WHEEL (ARR. Johnson)"
"98984","SWING LOW, SWEET CHARIOT (ARR. Johnson)"
"98985","WHAT KIND OF SHOES YOU GOIN' TO WEAR? (ARR. Johnson)"
"98986","CITY CALLED HEAVEN (ARR. Johnson)"
"98987","RELIGION IS A FORTUNE (ARR. Johnson)"
"98998","LOVE FOR THREE ORANGES: SUITE, OP. 33BIS"
"99042","MLADA: SUITE"
"99067","CONCERTO, VIOLIN, E MAJOR, RV 269 (SPRING [LA PRIMAVERA]) FOR ORCHESTRA (ARR. Molinari)"
"99080","CONCERTO, VIOLIN, F MINOR, RV 293 (AUTUMN) FOR ORCHESTRA (ARR. Molinari)"
"99111","CONCERTO, VIOLIN, F MINOR, RV 269 (WINTER) FOR ORCHESTRA (ARR. Molinari)"
"99235","SUITE OF WALTZES"
"99297","MOMENT MUSICAL (UNSPECIFIED)"
"99709","IL MATRIMONIO SEGRETO"
"99740","SARABANDE AND DANCE"
"99749","SECHS STUCKE, OP. 31 (ARR. Unspecified)"
"100079","LIEBESWALZER (ORCH.) (ARR. Unspecified)"
"100145","VALSE DE CONCERT (UNSPECIFIED)"
"100277","AMERICAN DANCES, FIVE"
"100475","JAPANESE FLOWER ARRANGEMENT"
"100541","LION DANCE"
"100739","BALANCELLE (MAZURKA DE SALON) (ORCH.) (ARR. Unspecified)"
"100871","CARNIVAL NIGHT"
"100937","PUNCHINELLO"
"101003","SOUL OF INDIA"
"101069","IN INDIA"
"101135","COSMIC DANCE OF SIVA, THE"
"101201","IN THE BUNNIA BAZAAR"
"104715","FESTIVAL PIECE"
"104787","CONCERTO, TWO WIND CHOIRS AND STRINGS"
"104856","VOCALISE (ARR. Theremin)"
"104867","AVE VERUM CORUPS, K. 618 (ARR. Theremin)"
"104878","CARNIVAL OF THE ANIMALS, THE SWAN (LE CYGNE) (ARR. Theremin)"
"104889","XERXES: LARGO (ORCH) (ARR. Theremin)"
"104923","DIVERTIMENTO NO.  7, D MAJOR, K.173A (OLD K.205)"
"104942","ALCINA: EXCERPTS (ARR. Gohler [Göhler])"
"104944","FATA MORGANA, OP.44"
"105032","MOMENS MUSICAL, D.780, NO. 3 IN F MINOR (ORCHESTRA) (ARR. Guiraud)"
"105064","REFLECTIONS IN THE WATER"
"105065","DRUNK"
"105066","SAKAHRA"
"105086","OBOE"
"105104","VIOLIN"
"105126","CATALONIAN RHAPSODY"
"105194","SYMPHONY NO. 6, C MAJOR, OP. 31"
"105226","TOCCATA FOR PIANO"
"105346","HEBREW SUITE"
"105376","AMERICAN IN PARIS, AN"
"105425","TOCCATA & FUGUE, D MINOR, BWV 565  (ARR. Skrowaczewski)"
"105687","LA NUIT KURDE: SUITE"
"105693","TAGESZEITEN, DIE, OP. 76"
"105719","LIED VON DER ERDE, DAS"
"105729","I HAVE DANCED WITH THE MOSQUITO"
"105799","RUGBY (MOUVEMENT SYMPHONIQUE NO. 2)"
"105800","CONCERTINO FOR PIANO AND ORCHESTRA"
"105807","CHANTICLEER OVERTURE"
"105810","BIRDS, THE (GLI UCCELLI)"
"105812","SCYTHIAN SUITE (ALA ET LOLLI), OP. 20"
"105813","ESCALES"
"105833","CAROL: O CHRISTMAS TREE (O TANNENBAUM)"
"105977","GAVOTTE CÉLÈBRE"
"105984","JARDIN DES AMOURS, LES"
"106050","WILLOW, THE"
"106065","PERCE-NEIGE"
"106111","CONCERTO, VIOLIN, F MAJOR, RV 293 (AUTUMN FROM THE FOUR SEASONS)"
"106114","PAUSE DEL SILENZIO: SEVEN SYMPHONIC IMPRESSIONS"
"106127","ROMAN FESTIVALS (FESTE ROMANE)"
"106151","CONCERTO DELL' ESTATE"
"106173","NIGHTINGALE, THE"
"106177","CHARMING BEAUTY BRIGHT"
"106181","NOAH'S ARK"
"106234","SYMPHONY NO. 1, OP. 25 (CLASSICAL)"
"106267","PRELUDE, FANFARE, AND FUGUE"
"106378","MY OLD KENTUCKY HOME"
"106407","SYMPHONY IN B-FLAT, OP. 34"
"106515","GO DOWN, MOSES (ARR. Johnson)"
"106526","WADE IN DE WATER (ARR. Johnson)"
"106537","IN BRIGHT MANSIONS ABOVE (ARR. Johnson)"
"106548","HONOR! (ARR. Johnson)"
"106592","SOME O' DESE DAYS (ARR. Johnson)"
"106614","WATER BOY (ARR. Johnson)"
"106625","MY GOD IS SO HIGH (ARR. Johnson)"
"106636","PO' MO'NER GOT A HOME AT LAST (ARR. Johnson)"
"106647","SCANDALIZE MY NAME (ARR. Johnson)"
"106669","MARCH"
"107087","FIREBIRD: SUITE (ARR. Leinsdorf)"
"107101","VOLGA BOATMEN, SONG OF THE (ARR. Glazunov)"
"107105","BOUTIQUE FANTASQUE, LA (ARR. Respighi)"
"107117","SUITE FOR STRINGS (ARR. Coates)"
"107141","ISLAMEY (ARR. Casella)"
"107143","SYMPHONY NO.  10, D MAJOR"
"107157","PICKWICK PAPERS, THE"
"107498","GYMNOPEDIE NO. 3 (ARR. Unspecified)"
"108275","RAMADAN DANCE"
"108386","BAS-RELIEF FIGURE FROM ANGKOR-VAT"
"108497","FEATHER OF THE DAWN"
"108719","POEME TRAGIQUE, OP. 34 (ORCH.) (ARR. Unspecified)"
"108830","BAKAWALI"
"113200","FOR HE'S A JOLLY GOOD FELLOW"
"113212","AN DER SCHONEN (ON THE BEAUTIFUL BLUE DANUBE) (ARR. La Forge)"
"113304","GAVOTTE, E MAJOR (ORCHESTRA) (ARR. Spielter)"
"113590","APRIL NIGHT (WALTZ)"
"113595","FRUHLINGSSTIMMEN (VOICES OF SPRING), OP. 410 (ARR. Zlatin)"
"113606","ENTR'ACTE AND CARNIVAL MUSIC"
"113650","ITALIANA IN ALGERI, L'"
"113653","IL CARNEVALE DI VENEZIA"
"113671","CONCERTO, VIOLIN, E MINOR"
"113674","SARGINO, IL"
"113725","SINFONIA IN B FLAT MAJOR (UNSPECIFIED)"
"113733","VARIATIONS ON A THEME BY MOZART, OP. 41"
"113757","QUARTET, STRING, OP.  59 (NUMBER UNSPECIFIED): FUGUE"
"113789","CONCERTO GROSSO, OP. 6, NO. 12, B MINOR"
"113792","THE BASQUE VENUS, OP.14: SYMPHONIC DANCE"
"113804","BOLERO [BOLÉRO]"
"113852","FANFARES (ARR. Glazunov)"
"113868","FEMME DU SOLDAT, LA"
"113948","DALL' ORIENTE FOR OBOE"
"113986","BALLO DELLE INGRATE (MASCHERATA DELL'INGRATE)"
"113995","I PASTORI"
"113998","GIROMETTA, LA"
"114001","GALLINA, LA"
"114004","L'USIGNUOLO"
"114052","SONATA FOR HORN, TRUMPET AND TROMBONE"
"114114","BETROTHAL, THE"
"114165","ALLEMANDE & COURANTE (UNSPECIFIED)"
"114170","PRELUDES, BOOK I, NO. 11: PUCK'S DANCE (ARR. FOR HARP)"
"114175","PRELUDES, BOOK I, NO. 10: SUNKEN CATHEDRAL (HARP ENS.)"
"114180","WORRIED DRUMMER"
"114229","INO"
"114249","SINFONIETTA FOR SMALL ORCHESTRA"
"114272","CONCERTO GROSSO, A MINOR, RV 161 (ARR. Molinari)"
"114348","SERBIAN FOLK SONG"
"114352","RECREATIONS DE LA CAMPAGNE, LES"
"114450","WEDDING, THE (ARR. Fitelberg)"
"114574","EQUALI, THREE, FOR FOUR TROMBONES"
"114590","SYMPHONY NO. 9: ODE TO JOY (WASHINGTON'S BIRTHDAY) (ARR. Unspecified)"
"114611","GIULETTA E ROMEO: SYMPHONIC EPISODE"
"114654","NOTTURNO AND RONDO FANTASTICO, OP. 28"
"114739","RONDO VENEZIANO"
"114790","BLUE BELLS OF SCOTLAND, THE"
"114802","PICTURES AT AN EXHIBITION (ARR. Ravel)"
"114820","SIGNOR BRUSCHINO, IL"
"114853","CONCERTO, CELLO, NO. 9, B-FLAT MAJOR (ARR. Grutzmacher)"
"114887","SUMMER EVENING"
"114916","SYMPHONIC VARIATIONS FOR VIOLIN"
"114951","PICTURES AT AN EXHIBITION (ARR. Tushmalov)"
"114964","PASSACAGLIA & FUGUE, C MINOR, BWV 582 (ARR. Respighi)"
"114976","TURKEY IN THE STRAW"
"115172","NEW YEAR'S EVE IN NEW YORK (ORCH. AND JAZZ BAND)"
"115180","SARABANDE (FROM POUR LE PIANO) (ORCH) (ARR. Ravel)"
"115341","SINFONIA, IN D"
"115344","JOTA ARAGONESA (CAPPRICCIO BRILLANTE), SPANISH OV. NO. 1"
"115361","SVANDA DUDAK (SCHWANDA THE BAGPIPER)"
"115378","SYMPHONY, LANCELOT"
"115399","LINCOLN IMP, THE"
"115401","BUDDHIST FESTIVAL, A (BY NATIVE AIRS) (ARR. Unspecified)"
"115563","WORK UNSPECIFIED"
"116535","RONDE DES LUTINS"
"120007","TO BEETHOVEN, A SYMPHONIC ODE"
"120010","SYMPHONY, NO. 3, C MAJOR, OP. 16"
"120057","MOS' DONE TRAVELLIN' (ARR. Johnson)"
"120068","DEEP RIVER (ARR. Johnson)"
"120079","GREAT CAMP MEETIN' (ARR. Johnson)"
"120090","OF ARK'S A' MOVERIN' (ARR. Johnson)"
"120112","LET THE HEAVEN LIGHT SHINE ON ME (ARR. Johnson)"
"120156","YOU MAY BURY ME IN THE EAS' (ARR. Johnson)"
"120189","GIMME YO' HAN' (ARR. Johnson)"
"120289","SPIRITUAL: EZEKIEL SAW DE WHEEL (ARR. Brown)"
"120328","SONG OF YOUTH, THE (WALTZ), OP. 45"
"120393","SWING LOW, SWEET CHARIOT"
"120406","WATER BOY (ARR. Robinson)"
"120432","DID YOU READ DAT LETTER?"
"120445","IN DAT RED GETTIN' UP MORNIN'"
"120458","CITY CALLED HEAVEN"
"120486","THREE PIECES FOR ORCHESTRA"
"120509","WALTZES"
"120703","SERENADE NO.  9, D MAJOR, K.320, ""POSTHORN"""
"120722","ENCHANTED ISLE, THE"
"120752","NEUES VOM TAGE"
"120753","WOZZECK: THREE FRAGMENTS, OP. 7"
"120754","CONCERTO GROSSO A QUATTRO CHORI"
"120775","INTRODUCTION AND SCHERZO, OP. 10"
"120785","PRELUDE A L'UNISSON"
"120793","SUITE VARIEE"
"120801","QUARTET, STRING, OP. 64, NO. 5, NO. 53, D MAJOR  (""LARK""), H.III:63"
"120831","LITTLE SYMPHONY, OP. 58"
"120835","SYMPHONY NO. 3, D MAJOR, D.200"
"120836","GERMAN DANCES (8), SMALL ORCHESTRA (ARR. Steinbach)"
"120840","SPHÄREN-KLÄNGE WALTZ, OP. 235"
"120861","CADMUS ET HERMIONE"
"120862","BRANLE DE POITOU (ARR. McEwen)"
"120863","CHANSON ET DANSE BASSE (ARR. McEwen)"
"120864","CARMAN'S WHISTLE, THE"
"120866","PAVANE ET GAILLARD"
"120868","TOCCATA"
"120873","CANTATA NO.  62: CHORALE,"" NUN KOMM' DER HEIDEN HEILAND""  (ARR. Respighi)"
"120874","CHORALE, ""MEINE SEELE ERHEBET DEN HERRN"", BWV 648 (ARR. Respighi)"
"120875","CANTATA NO. 140:  CHORALE,  ""WACHET AUF, RUFT UNS DIE STIMME"" (ARR. Respighi)"
"120939","RUSSIAN SONGS, TWO [UNSPECIFIED]"
"120943","CAPRICCIO FOR PICCOLO"
"120947","MEN OF HARLECH (WELSH)"
"120951","BORIS GODUNOV (ARR. Rimsky-Korsakov)"
"120965","CHORALE, ""WIR GLAUBEN ALL' AN EINEN GOTT"", BWV 437/680 (ARR. Stokowski)"
"120966","CHORALE, ""ICH RUF' ZU DIR"", BWV 639 (ARR. Stokowski)"
"120967","TOCCATA & FUGUE, D MINOR, BWV 565 (ARR. Stokowski)"
"120991","SYMPHONY NO. 1, E MINOR, OP. 39"
"121005","TAMBOURIN DU TRIOMPHE, LE"
"121009","SUITE [UNSPECIFIED]"
"121013","BRITISH GRENADIERS, THE"
"121022","DANCES OF MAROSSZEK (MAROSSZÉKI TÁNCOK)"
"121037","AUBADE VILLAGEOISE"
"121040","CONCERTO, OBOE, B MAJOR"
"121107","STEPPE, THE"
"121113","TATRA ALBUM: DEUX DANSES MONTAGNARDES (ARR. Opienski)"
"121119","GROUP"
"121122","SINFONIA, G MAJOR, J-C. 47 (NO. 3)"
"121127","DANZA (TARENTELLA)"
"121150","TRUMPET PRELUDE (ARR. Wood)"
"121158","CHINESE PIECES, 3, FOR SMALL ORCHESTRA"
"121201","ROSSINIANA"
"121210","GERMAN DANCES (UNSPECIFIED)"
"121213","FLOW GENTLY, SWEET AFTON (SCOTTISH)"
"121221","CENERENTOLA, LA"
"121222","CONCERTO ITALIANO, G MINOR"
"121241","TRUMPET PRELUDE (TRUMPET VOLUNTARY)"
"121250","CONCERTO, SEVEN TRUMPETS, HORNS, TIMPANI"
"121253","IN MODO RELIGIOSO"
"121295","WIEGENLIED, OP. 49, NO. 4 (CRADLE SONG) (CHORUS + ORCH.)"
"121304","SERENATA"
"121523","SYMPHONY NO.  1, OP. 10"
"121526","PARADE"
"121527","SNOW MAIDEN (SNEGOUROTCHKA): SUITE"
"121557","SINFONIA, D MAJOR (DBL. ORCH.) OP. 18, NO. 3"
"121563","AGAMEMNON "" INTRODUCTION"""
"121645","GOIN' TO SEE MY SARAH"
"121659","GOOD NEWS"
"121673","BY AND BY"
"121687","IT'S ALL OVER ME"
"121729","DIS OLD HAMMER KILLED JOHN HENRY"
"121743","WATER BOY (ARR. Unspecified)"
"121757","EASTMAN"
"121771","ST. JAMES INFIRMARY BLUES"
"121785","I'M GOIN' DOWN DAT LONESOME ROAD"
"121799","TRAMPIN'"
"121827","SPIRITUAL: SCANDALIZE MY NAME"
"121855","FAREWELL, THERE'S A BETTER DAY COMIN'"
"121902","KEEP A'INCHIN' ALONG"
"121913","SPIRITUAL: JOSHUA FIT THE BATTLE OF JERICHO"
"121924","RELIGION IS A FORTUNE"
"121968","RIDE ON, KING JESUS (ARR. Unspecified)"
"121979","FIX ME, JESUS"
"121990","CARRY ME BACK TO OLD VIRGINNY"
"122034","SPIRITUAL: KEEP YO HAND ON DE PLOW"
"122130","IPHIGENIE IN AULIS (ARR. Mottl)"
"122319","POLONAISE, C-SHARP MINOR, OP. 26, NO. 1 (ORCH) (ARR. Mitchell)"
"122342","TOCCATA & FUGUE, C MAJOR, BWV 564 (ARR. Weiner)"
"122356","FLIGHT OF THE BUMBLEBEE (SEE TALE OF TSAR SALTAN)"
"122362","CHINESE SKETCHES - STREETS OF PEKIN"
"122366","PETRUSHKA (VERSION UNKNOWN)"
"122407","TRANSATLANTIC CRUISE, ON A"
"122415","SONG OF THE VOLGA BOATMEN, THE"
"122438","CANTATA NO. 31: BWV 31 (WHITTAKER EDITION)"
"122456","MARCH FOR TWO PIANOS AND ORCHESTRA"
"122465","NORFOLK RHAPSODY NO. 1, E MINOR"
"122564","GERMAN DANCES (4), K.602"
"123070","BABA-YAGA, OPUS  56"
"123089","JOB; A MASQUE FOR DANCING"
"123125","FROHSINN"
"123137","DANCE BALINESE"
"123149","SHEEP AND GOAT WALKIN' TO THE PASTURE (ARR. Guion)"
"123161","NOBODY KNOWS DE TROUBLE I'VE SEEN (ARR. Guion)"
"123173","GIVE ME THE OLD TIME RELIGION (ARR. Guion)"
"123185","BATTLE HYMN OF THE REPUBLIC (ARR. Guion)"
"123209","IDYLL"
"123233","PLANETS, THE, OP. 32 (""THE PROPHETESS.."", ARR. FOR DENISHAWN DANCE) (ARR. Unspecified)"
"123245","HOLY, HOLY, HOLY! LORD GOD ALMIGHTY! (ARR. Unspecified)"
"123257","THE TAMING OF THE SHREW (SUITE)"
"123273","TAFELMUSIK, PART III, NO. 1: SUITE, B-FLAT MAJOR"
"123279","FOUR SYMPHONIC DANCES"
"123320","PASSACAGLIA FOR ORCHESTRA AND ORGAN"
"123334","CONCERTO, FLUTE AND HARP IN C, K.297C (OLD K.299)"
"123340","SYMPHONY, F MINOR (STUDIENSYMPHONIE)"
"123341","LYRIC SUITE (THREE MOVEMENTS FOR ORCHESTRA)"
"123342","MENUET ANTIQUE"
"123380","SYMPHONY NO. 1, C MAJOR, J. 50"
"123382","RHAPSODY FOR ORCHESTRA"
"123386","VARIATIONS FOR ORCHESTRA, OP. 69"
"123416","SYMPHONIC FRAGMENTS AFTER 2 GOLDONIAN COMEDIES"
"123421","PAGAN SYMPHONY"
"123422","LITTLE THEATER SUITE, OP. 54"
"123442","PARTITA NO. 3, E MAJOR, BWV 1006"
"123454","ALLEGRO APPASSIONATO, CELLO  AND ORCHESTRA, OP. 43"
"123457","PIZZICATO POLKA"
"123484","ESTHER"
"123511","GERMAN DANCES, TWELVE, WOO. 8"
"123531","SINFONIA CONCERTANTE, B-FLAT MAJOR, H. I:105"
"123659","MONSIEUR DE POURCEAUGNAC"
"123666","SYMPHONY NO. 29, A MAJOR, K.186A (OLD K.201)"
"123843","SERENADE NO. 11, E-FLAT MAJOR, K.375: MENUETTO (CLARINET ENS.) (ARR. Bellison)"
"123894","NORWEGIAN DANCE NO. 2 (UNSPECIFIED) (CLARINET ENS.) (ARR. Bellison)"
"123945","SWAN LAKE: DANSE RUSSE (ARR. 4 CLARINETS) (ARR. Bellison)"
"123996","OH, CHARLIE IS MY DARLING (SCOTTISH)"
"124104","SINFONIA IN E FLAT MAJOR, OP. 18, NO. 1"
"124107","FLOTE VON SANS SOUCI, DIE, OP. 88"
"124131","BISBETICA DOMATA, LA, OP. 61 (THE TAMING OF THE SHREW)"
"124153","AUBADE"
"124160","CHORALE FOR ORCHESTRA (UNSPECIFIED) (ARR. Abert)"
"124167","AVE VERUM CORPUS (ARR. 4 TROMBONES, TUBA), K.618"
"124174","TUBA"
"124255","GYMNOPEDIES NOS. 1 AND 3 (ARR. Debussy)"
"124261","TRIPTYQUE"
"124291","SYMPHONY NO.  98, B-FLAT MAJOR"
"124366","IN THE HEATHER (ARR. Mitchell)"
"124455","PRODIGAL SON, THE: SUITE, OP. 46BIS"
"124465","SYMPHONY NO. 1 (NORDIC)"
"124466","SANTA LUCIA"
"124467","SYMPHONY NO. 2 IN B FLAT MAJOR"
"124494","ORIENTAL IMPRESSIONS"
"124520","DER TRIUMPH DER EMPFINDSAMKEIT, OP. 43A: SUITE"
"124523","VARIATIONS ON A HUNGARIAN HUSSAR'S SONG"
"124562","SCOTCH POEM"
"124599","SYMPHONY NO. 2, A MAJOR, OP. 30"
"124635","THAMAR (TAMARA)"
"124636","SYMPHONY NO.  93, D MAJOR"
"124691","NIGHT WIND, THE"
